,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,% Enrolled in Free or Reduced Lunch,Median Household Income,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,Cig Tax Rate
% Drive Alone to Work,0.2937723857623553,0.3998802576311155,-0.1033984344737944,0.32840231555645266,-0.18828576176397674,-0.17681025741349837,-0.052779335960417194,0.01993802157931031,0.21335687773500459,-0.22170850763821123,-0.2687227615125781,-0.20958617371865523,0.0994022979806682,0.12174278263159931,0.18530546888094312,0.21097378229310218,-0.07881894296037306,-0.1644674465713467,0.06378498969058786,0.11471955202043171,-0.04619498950689085,-0.010720012216387612,0.09356665805302058,0.3044390842307901,0.06168274730121786,-0.04820774067897328,-0.35512125488851276,1.0,0.0583105107959015,0.09067144211632475,-0.0297638182121014,0.16366099894846287,-0.35247494379688193,-0.14996910850272982,-0.11730764704451552,-0.17920019128770415,0.09775475464300276,-0.28000041834406336,0.28375815047768954,-0.16658030723249362,0.08236214511470254,-0.16754578113775723,0.2606875527814101,-0.022013298337243557,0.15746303150785637,0.2964058912412814,0.2539880821093341,0.17497306753065728,-0.3750747056655384,-0.24450491546275666
% Long Commute - Drives Alone,0.06619825670009274,0.052890572535668375,0.12003654967144547,0.11699942025498106,-0.1981297401598583,-0.12227843190796606,-0.006169268752123735,-0.08951423455921609,-0.09876368244448838,-0.3092902340627192,-0.3069454149405882,-0.2312929392096473,-0.08939327445304503,0.04138886525281331,0.07908615385253345,0.1404040574547176,-0.10047436087476065,-0.14630502704070888,0.0460444773979846,-0.014251808165788566,0.027844694771284016,-0.08625741467560766,-0.28270451579396777,0.3341576025518251,0.008867927632388169,-0.02621248508492533,0.022431569949080056,0.05831051079590151,1.0,-0.13596943520001115,-0.0052418014451920385,0.1728103968855407,0.08388658980174817,-0.08668071555498644,-0.12547264220477664,-0.10955449237981682,-0.01777465632349127,-0.05825315985647351,0.32352257565979037,-0.01656749712482908,-0.0033252528323849994,0.21731904458862872,0.27262217181825366,-0.21818719673412088,-0.016348523959990233,0.15100756429984158,0.14825764581443387,0.0793347899193275,-0.05228038895016702,-0.07345077829561274
% Less Than 18 Years of Age,-0.06282874302358107,0.17459320422366437,-0.054881899581853855,0.060432712528363276,-0.06617044373673268,-0.18885626700068397,-0.06941610830434561,0.18177285622260989,0.3113133668781128,-0.10810649541524733,-0.0223271659977478,-0.110832930719073,-0.23204289278556528,-0.07841699214014326,0.1427637376344166,-0.062008375322718565,-0.24390247968089965,-0.05484470780878339,-0.07287048860685028,-0.029004280152895814,-0.10742178234855228,0.07380912426416579,-0.11397156807327852,0.07845028845667211,-0.13955372300175492,0.006908384525848777,-0.00915172597906133,0.09067144211632476,-0.13596943520001115,1.0,-0.6350803709363098,-0.023295072613622073,0.023880142725283764,0.14712771933175642,0.24506296732832422,0.3498411756994308,-0.3045180437543458,0.36562667475098054,-0.13710061629611572,0.012325758329065791,0.04263785813290322,0.1008886182633897,-0.07977285398432211,0.13027894022932357,-0.011065879125061,-0.028903056382910408,-0.046868946125434956,0.04821124829583866,-0.12538525523466543,-0.1127077453617519
% 65 and Over,0.1908754054278171,-0.056786160283702466,-0.057108241026816886,0.11761950788630501,-0.13861414967639119,0.18887202241963824,0.06682680836248661,-0.38614114182553855,-0.04756514128988451,-0.043714223307933585,-0.13711457348398007,-0.0917970409345057,0.13783736888529952,-0.17846233688698596,-0.04680395368996175,-0.06936362983114,0.12325757172242507,-0.14994062819756812,0.1578775348524155,0.15055444217506717,-0.07134143804596363,-0.18216190774468508,0.2818558209740206,-0.2063489079974203,0.3848812790845245,-0.03761502538807005,-0.20945200421968466,-0.029763818212101403,-0.0052418014451920385,-0.6350803709363098,0.9999999999999998,-0.15672513503637575,-0.3072410941004985,-0.16815612538144215,-0.07266301551672065,-0.27854210475484587,0.37527253877358985,-0.3301563189765917,0.45917967312372526,-0.23560976984831075,0.073152111435895,-0.2792248821104407,-0.024244656305529293,-0.021556981991947815,0.0934282133836649,0.17121661536578803,0.12098564115589443,0.05418394336549215,-0.02034301559150058,0.042537233785834974
% Black,0.14766573350467427,0.32218788100740586,-0.3537603639312089,0.2918543851497754,-0.17770102595892792,-0.4093238820863997,-0.021437689015815616,0.6792257636761598,0.22415522242210856,-0.051812021979236976,-0.07428384051208684,-0.03591920381273572,-0.019585389051894962,-0.039595012806180566,0.38946392674106395,0.7140879719485764,-0.28230351965135814,-0.1967954819281672,0.1250414431244317,0.4878683222961417,0.44681988238293224,0.48419368585019096,-0.08561366825987533,0.3479714381613777,-0.0088290672382707,-0.05111153729677206,0.2679103385129159,0.1636609989484629,0.1728103968855407,-0.023295072613622073,-0.15672513503637575,1.0,0.03805630442730277,-0.040058594536064376,-0.11234514234338158,-0.10116252134835872,-0.6019540916741284,-0.017971111416428983,-0.32295943153251305,-0.30812396173091594,0.49241352144511896,-0.22375160164684604,0.4727826585683128,0.12981163939533524,0.3973352056733383,0.3821531577143815,0.23314170501200104,0.2681258636146634,-0.3185374887989096,-0.33466589688276466
% Asian,-0.48362619137886564,-0.3374183762256571,0.25344713346028996,-0.349661655728703,0.39195082848644536,0.043398166899267336,-0.037375698670445115,0.16041703412632596,-0.29491312286363003,0.35092339962212715,0.40333788763782324,0.2603592960744233,0.039434633493773415,0.22303346276642702,-0.2570840654557972,-0.09417089510575491,0.1412237514659202,0.38032017561198794,-0.1474459792316335,-0.27137703183776934,0.056879975706100025,0.12861353176978807,-0.18932927485046938,0.09247331381297774,-0.3644058084963138,0.055808858690959855,0.36556061148276453,-0.3524749437968819,0.08388658980174817,0.02388014272528376,-0.3072410941004985,0.03805630442730277,0.9999999999999999,0.2649548675402432,-0.053960903601928525,0.20827444017218277,-0.3070775680197869,0.37474416907973485,-0.3815572878238638,0.4038840175063409,-0.18307648185882877,0.5304578712835648,-0.15623095665986753,-0.11744428626977439,-0.26843278927874875,-0.28757063423464096,-0.37658269279373385,-0.3091888903570214,0.375356728608109,0.20650526110291834
% Native Hawaiian/Other Pacific Islander,-0.2112961173044661,-0.09794754800289517,0.0062954437825652075,-0.130574307770381,0.11337668451225415,-0.07282754341858712,0.005442378525091925,0.10430792786883358,0.008517688193555356,0.05693782506937608,0.15805479317572071,0.1511383434216563,-0.0922872483350165,-0.005054651757495136,-0.018519652191295536,-0.08063762788734366,-0.02569524634410636,0.053334203275260166,-0.046498893533498994,-0.0763943739932775,-0.06558954480064728,0.11601011822697659,-0.14540814317206927,-0.007775574034021034,-0.10931577037202299,0.06777738448916089,0.18623929140313877,-0.1499691085027298,-0.08668071555498644,0.14712771933175645,-0.16815612538144215,-0.040058594536064376,0.2649548675402432,1.0,0.022382368689955183,0.20437396374262065,-0.17641435868802283,0.23910962591551174,-0.23533315511978745,0.1453995197342766,0.028343521034359564,0.1152245148686853,-0.12477833152263969,0.03821988497045351,-0.030774913281277634,-0.11696854877265223,-0.10996119579136963,-0.03356056107164368,0.103610362339177,0.058201145122757036
% American Indian & Alaska Native,0.1849108251171397,0.07852288940169892,-0.26791325232356294,0.024010366051437405,-0.09892327862996272,-0.028197257944187898,0.1724450973599111,0.22060491868915236,0.2282939162681424,-0.024477997768861774,0.09155407232521218,0.09649037349911548,-0.21143503194937194,-0.15837084054231196,0.14987356940836255,-0.055882487453604225,-0.031510049055145394,-0.0751551920778831,0.18893221050448872,0.17879138129134745,0.13195702632283243,0.01630185930369484,-0.09627307624789072,-0.18928846103680502,0.323923943259269,0.05584366367630695,0.1604823132296966,-0.11730764704451552,-0.12547264220477664,0.24506296732832425,-0.07266301551672064,-0.11234514234338157,-0.053960903601928525,0.022382368689955186,0.9999999999999999,0.034591083341087035,-0.26523838845367054,-5.049572144134489e-05,-0.06893812680365924,-0.20678263652397025,0.158369589961592,-0.12311955073623458,-0.017274327353179072,0.3002590014601324,0.16083286815051806,0.09615819183118297,0.13226862034415907,0.21547946349179703,-0.20568273506806287,0.08763438144388862
% Hispanic,-0.3610060964644738,-0.1968599414631375,-0.11837812443438081,-0.1709942345116742,0.1317172123557786,-0.0950983196046998,-0.0903708707033413,0.13957298210242833,0.2234904483784904,-0.02671108480997419,0.059470548215547994,0.047709872855842064,-0.3639787955780484,-0.1380131804702543,0.22231583172079444,-0.04325348583499846,-0.4265941732765315,-0.14958300961878385,0.044034788184536336,0.06269990428988736,0.045101463202610305,0.1789477164365301,-0.253197547710335,-0.07356411246282224,-0.17952499217522655,0.18062818635605976,0.3909439899802902,-0.17920019128770415,-0.10955449237981683,0.34984117569943085,-0.2785421047548458,-0.10116252134835874,0.20827444017218277,0.20437396374262065,0.03459108334108703,0.9999999999999999,-0.6496832317336414,0.8189432334864258,-0.2653352693532769,0.03094506852475901,0.22234545192926528,0.07067304438542447,-0.13046859215314813,0.19670045174021805,0.027838257983063355,-0.17186139220490765,-0.17091592508958686,0.03398827198194178,0.18249698598808586,0.1433802396892773
% Non-Hispanic White,0.15611732341922213,-0.06569459158358949,0.3808070822513743,-0.04192348965745273,0.003136758739114524,0.362459957623204,0.025429233643236418,-0.6734100740939306,-0.34005397925803954,0.0076927082004155205,-0.0848501676267262,-0.09122246772492976,0.32893854725331273,0.13559772785671292,-0.4340369919770097,-0.43622360368761864,0.47132893377539603,0.20230218978113082,-0.15448329745640996,-0.3996845197238318,-0.3935700892654916,-0.49340939443250414,0.29663259821970533,-0.1499062238398167,0.07879392251145709,-0.11929785477803158,-0.5636621436519175,0.09775475464300278,-0.01777465632349127,-0.3045180437543458,0.3752725387735899,-0.6019540916741284,-0.30707756801978686,-0.17641435868802283,-0.26523838845367054,-0.6496832317336415,1.0,-0.5982051648652689,0.49594494774847664,0.1953437247497822,-0.5200181522363572,0.06636531279150898,-0.21712225032764576,-0.30700614346282634,-0.3123781682571919,-0.13780285317650653,-0.03618937208833344,-0.236002376819051,0.11169068353409986,0.07186402061347517
% Not Proficient in English,-0.34198199283272834,-0.1928828574023887,-0.018675747198256754,-0.15511965915269038,0.1912322368544672,-0.09175151208210328,-0.08686907707227261,0.15829967274218723,0.14438840542886483,0.035142152593806014,0.11339083833052686,0.0370593133910307,-0.25241517993489704,-0.04483891354839199,0.17860833331652176,-0.08044939380232692,-0.44310445200059695,-0.11438243279206045,0.03583132780565878,0.015696775288431677,0.046641697014983524,0.17147022943821516,-0.22952909301453592,0.022427164663732214,-0.27012046811022705,0.11423477398812587,0.460411805492124,-0.2800004183440633,-0.05825315985647351,0.3656266747509805,-0.33015631897659176,-0.017971111416428983,0.3747441690797349,0.23910962591551174,-5.049572144134489e-05,0.818943233486426,-0.5982051648652689,1.0,-0.3380573594281989,0.0998602220114947,0.18947396651722295,0.14168920232410914,-0.09813967590961054,0.09603326166294104,-0.04021955024221387,-0.17512252939677064,-0.17409811911043288,0.01127931483867584,0.2479890754645785,0.13590728346032843
% Homeowners,0.1264287560800792,0.054469292658845585,0.2478782942046865,0.08202150861577358,-0.2712344293353885,0.1943614114727572,0.042500271838465685,-0.6110180652686653,-0.1331183988492752,-0.2850801972944548,-0.3711844378638196,-0.3610922682598364,0.09752065538130363,-0.053546867536056156,-0.17065877807660598,-0.23415039306124855,0.12852684209662943,-0.11925197250867814,-0.028017216840737127,-0.2004659276270672,-0.3793671690490038,-0.44028500113568164,0.13085715814302828,-0.08528903965717134,0.1405378880598575,-0.09549456828321577,-0.5833087038351717,0.28375815047768954,0.32352257565979037,-0.13710061629611572,0.4591796731237252,-0.32295943153251305,-0.3815572878238638,-0.23533315511978745,-0.06893812680365922,-0.26533526935327695,0.49594494774847664,-0.338057359428199,1.0,-0.06570274126069542,-0.25012602724576904,0.09479992196087779,-0.08232685286295059,-0.17479400854864202,-0.21990724966267258,0.06908402953851941,0.014585362477380995,-0.1012138825753539,0.046183885761659396,0.00215989118537216
% Broadband Access,-0.6751702391033557,-0.41812688249191393,0.5990827359721438,-0.5562191593000683,0.5537534133324175,0.39956105937054137,0.04910315834478893,-0.17357880155519037,-0.6128891546642522,0.3780113792339535,0.4315215861812518,0.2022922722208132,0.32690815410509033,0.43449440724261207,-0.7162021310898109,-0.4251695546814962,0.6005264798611223,0.6652229668532547,-0.3730133928776457,-0.7445677829700595,-0.4269657960100186,-0.1324657159754626,-0.0811843665482749,-0.11328194202464209,-0.4296825439706204,0.03777643056603238,0.004866728849776507,-0.1665803072324936,-0.016567497124829085,0.01232575832906579,-0.23560976984831075,-0.30812396173091594,0.4038840175063409,0.1453995197342766,-0.20678263652397025,0.030945068524759006,0.1953437247497822,0.09986022201149469,-0.06570274126069543,1.0,-0.6494616606099255,0.7361550176473344,-0.4447173560998784,-0.2352023187559535,-0.6573994171469691,-0.5294146581351015,-0.6466339559323809,-0.6995286814449497,0.6091600549550089,0.27872607651667897
% Enrolled in Free or Reduced Lunch,0.4913536619652255,0.372416689887129,-0.666964041531783,0.4981235378972088,-0.3495794750760706,-0.537062721626432,-0.06526029390045418,0.4403897016904005,0.6827581855223614,-0.2903594124494847,-0.2470613137768484,-0.043489343966426605,-0.3825484787362171,-0.3636255009701016,0.7833129679624001,0.556467082034279,-0.6790423573352379,-0.6145745861875789,0.40096411275760985,0.8208340300067712,0.45362244280344277,0.394567344900718,-0.12185084456588179,0.24213721744320993,0.3368193777806637,0.0013243184836325718,0.3272933654199374,0.08236214511470252,-0.003325252832385,0.042637858132903224,0.073152111435895,0.492413521445119,-0.18307648185882877,0.02834352103435956,0.158369589961592,0.22234545192926528,-0.5200181522363572,0.18947396651722298,-0.250126027245769,-0.6494616606099255,1.0,-0.6925010308084668,0.5209824430806561,0.2597099283306633,0.736104709915432,0.5104579680140371,0.6007083493928792,0.7211371541536713,-0.5936782184771848,-0.2449883021001504
Median Household Income,-0.7320318329581312,-0.43687042005156984,0.6899735638255177,-0.571851980371435,0.45638827037960106,0.3869153318497912,0.024318722080856052,-0.19632979619539015,-0.6335888902923591,0.3209224960142227,0.33989469402398365,0.10783211973327712,0.28450973668399143,0.4368547221433016,-0.7151682690794562,-0.40200211276694847,0.5239964067712682,0.6201629639958379,-0.42677080924108385,-0.7913108215875666,-0.38258469291884356,-0.20334444963890774,-0.09863506889710985,-0.07180140243169598,-0.4860262875338719,0.02470441240312412,-0.03475209791267273,-0.1675457811377572,0.2173190445886287,0.1008886182633897,-0.27922488211044066,-0.22375160164684604,0.5304578712835648,0.11522451486868532,-0.12311955073623458,0.07067304438542447,0.06636531279150897,0.14168920232410914,0.0947999219608778,0.7361550176473344,-0.6925010308084669,0.9999999999999999,-0.46131097687323175,-0.28260667093979747,-0.7513441076086448,-0.5073157647168316,-0.7171642483517949,-0.7445940143744881,0.6709825551859582,0.26496239014743783
% Insufficient Sleep,0.6334251988194122,0.4418514572158053,-0.46554182315208437,0.552870508921712,-0.30851978209570646,-0.6148961104517829,-0.09858289804246592,0.2653825044108673,0.48185460132995933,-0.2853416573556081,-0.28444497826505327,-0.133570216110784,-0.2815895933992316,-0.17661682942441367,0.697327077675345,0.5581764062966392,-0.49730859040303294,-0.5402075594442889,0.38340572779483867,0.5940723616981731,0.3989232609829494,0.21784081618939,-0.19643501708793626,0.422424820876178,0.28446494316497095,-0.04612671562347652,0.10672382125928459,0.26068755278141015,0.27262217181825366,-0.07977285398432211,-0.024244656305529296,0.4727826585683128,-0.15623095665986753,-0.12477833152263969,-0.01727432735317907,-0.13046859215314813,-0.2171222503276458,-0.09813967590961052,-0.08232685286295059,-0.4447173560998784,0.5209824430806561,-0.46131097687323175,0.9999999999999999,0.061509927298953625,0.5937276880211391,0.5345419484265376,0.7606914771331059,0.7011824661831239,-0.6153663848940654,-0.2277347975376191
% Limited Access to Healthy Foods,0.12276225175630473,0.08402609073799824,-0.7195637863642221,0.1172291087344747,-0.10650819238237498,-0.1676938135535459,-0.00816830029565652,0.24784214974063934,0.2660075213726599,-0.05877144368146884,-0.014878400487623206,0.05937926873242446,-0.26185510769043824,-0.24653357141021082,0.27164209358008384,0.13928049111644555,-0.17383261987784,-0.16170937506669164,0.18700126864445643,0.2941564360113433,0.16880502398716746,0.17142305126601157,-0.0722034401496572,-0.12709602843544293,0.19546791897214344,0.10714612591920344,0.15605246081202126,-0.022013298337243557,-0.2181871967341209,0.13027894022932357,-0.02155698199194781,0.12981163939533524,-0.11744428626977439,0.038219884970453505,0.3002590014601324,0.19670045174021805,-0.3070061434628263,0.09603326166294104,-0.17479400854864205,-0.23520231875595346,0.25970992833066325,-0.28260667093979747,0.061509927298953625,1.0,0.3051405877563271,0.0890269483851131,0.1547122750900505,0.24448418683486042,-0.19270316578830482,-0.043226471083689745
% Food Insecure,0.6438478875577645,0.38614224303270384,-0.8775573348723186,0.5658784563513894,-0.3893756194353672,-0.6304169191302827,-0.08236162981524757,0.34887167127251717,0.7089524739066239,-0.26711622953450076,-0.27817156775643587,-0.011824451785037823,-0.481529938637811,-0.42066618203968076,0.8438212630720091,0.5741096427100706,-0.6045112409320021,-0.594670053096844,0.5427751552060005,0.844500133282259,0.5677716032409496,0.32047533113354965,-0.15372058140009712,0.2390168396637246,0.4279924650320189,0.042454796268247996,0.2585664767820074,0.15746303150785637,-0.016348523959990233,-0.011065879125061,0.09342821338366489,0.3973352056733383,-0.26843278927874875,-0.030774913281277634,0.16083286815051803,0.027838257983063355,-0.31237816825719195,-0.040219550242213874,-0.21990724966267258,-0.657399417146969,0.7361047099154319,-0.7513441076086448,0.5937276880211392,0.3051405877563271,1.0,0.5453733910429758,0.7820288680521668,0.8440212310941546,-0.7067393452675225,-0.28072645020404013
% Adults with Diabetes,0.5640383292407247,0.5560258959516046,-0.44192440542941214,0.6079389271107686,-0.41222536160267076,-0.4325069591019983,-0.03317616747200228,0.20031631214199697,0.48285294530247447,-0.30563793462109,-0.3436579694908329,-0.21045752561968603,-0.18487033208163517,-0.1931268651352787,0.5650955261352751,0.44791069486881113,-0.41232650166161067,-0.499875486439265,0.31201461868961344,0.5539641077678528,0.2798940860452988,0.14827229289536745,0.007464928676344174,0.263380754153477,0.33654256657094217,-0.05842019492716012,-0.04858879384222687,0.2964058912412814,0.15100756429984158,-0.028903056382910408,0.17121661536578803,0.3821531577143815,-0.28757063423464096,-0.11696854877265221,0.09615819183118299,-0.17186139220490765,-0.13780285317650653,-0.17512252939677064,0.06908402953851943,-0.5294146581351015,0.510457968014037,-0.5073157647168316,0.5345419484265376,0.0890269483851131,0.5453733910429757,0.9999999999999999,0.5835218211228745,0.565968838428744,-0.5892998830677844,-0.26946074546132187
% Frequent Mental Distress,0.8505524507652344,0.44803089027982473,-0.6482232484864958,0.6214112745955118,-0.4684828232669429,-0.6223604830428671,-0.064653968224694,0.14608413029108575,0.6470625219187492,-0.3659974132142133,-0.39465992521994514,-0.10667477274288925,-0.4120556264381721,-0.36520417735777094,0.8465058177776832,0.47402207090538284,-0.6050408883627624,-0.7000695793003218,0.49793423946905707,0.7258040303042981,0.4123716686315855,0.1607454102047114,-0.14103392829808292,0.3243933912082946,0.5028018251298334,-0.0006420059747273991,0.05417906352653285,0.2539880821093341,0.14825764581443387,-0.046868946125434956,0.12098564115589443,0.23314170501200104,-0.3765826927937339,-0.10996119579136963,0.13226862034415907,-0.17091592508958686,-0.03618937208833344,-0.17409811911043288,0.014585362477380993,-0.6466339559323808,0.6007083493928792,-0.7171642483517948,0.760691477133106,0.1547122750900505,0.7820288680521668,0.5835218211228745,1.0,0.9270943177426825,-0.7454234325821149,-0.24484926922598896
% Frequent Physical Distress,0.7847727165213068,0.42639873444166154,-0.7385713351491066,0.5994252619270446,-0.46171393424342166,-0.6389676815480949,-0.061478057543164176,0.23420872334418655,0.7389011785157922,-0.37366932147235093,-0.3647667189555922,-0.07972779152313181,-0.5046371281353446,-0.4411840690307074,0.9411582492797612,0.4864850091829514,-0.7317962103333587,-0.7472435709210703,0.5464210255792413,0.8137678920738323,0.4719724033196685,0.22306355494075336,-0.2180120617206338,0.26994343469729953,0.4670196126920812,0.010755690096691821,0.2066149922532514,0.1749730675306573,0.07933478991932749,0.04821124829583866,0.054183943365492156,0.26812586361466345,-0.3091888903570214,-0.03356056107164368,0.21547946349179706,0.03398827198194178,-0.23600237681905104,0.01127931483867584,-0.10121388257535388,-0.6995286814449497,0.7211371541536713,-0.7445940143744882,0.701182466183124,0.24448418683486045,0.8440212310941546,0.565968838428744,0.9270943177426824,1.0,-0.7270623621795407,-0.22298795023567447
Life Expectancy,-0.736346024401285,-0.5314573093197612,0.6132024346311059,-0.6501579135185648,0.4243381090009126,0.5310670421957006,0.03636452780494653,-0.28842331622026596,-0.697654926451432,0.32106630548563314,0.31940306407267616,0.10373994171843105,0.36684250296247584,0.32189584791847825,-0.6997225570387529,-0.499281115807079,0.4825931201868844,0.5553864908749216,-0.35644226249119637,-0.6796954558939022,-0.3780285201347048,-0.2566636582756493,0.002895218964015703,-0.2793811244180023,-0.5893039029479638,0.048104561562941066,0.03941735946221062,-0.3750747056655384,-0.05228038895016702,-0.12538525523466543,-0.020343015591500584,-0.31853748879890964,0.375356728608109,0.10361036233917702,-0.20568273506806287,0.18249698598808584,0.11169068353409985,0.2479890754645785,0.046183885761659396,0.609160054955009,-0.5936782184771848,0.6709825551859582,-0.6153663848940653,-0.19270316578830482,-0.7067393452675225,-0.5892998830677844,-0.7454234325821149,-0.7270623621795407,1.0,0.3169057822324847
Cig Tax Rate,-0.26127439230077265,-0.24124196949631366,0.22500697823432567,-0.3392684020333445,0.29243513389311515,0.35783835903272326,0.10692518938418963,-0.14895483846208468,-0.28059113437336514,0.17753215477501236,0.2815763010145997,0.30017109102059764,0.07900990173144597,0.07941550963321216,-0.3007611582213262,-0.36079861344389313,0.24979660657316696,0.20827814139406967,0.1538194175689958,-0.2558130203171594,-0.09935892015367152,-0.10294858475342065,0.024611369006598837,-0.22680952764268242,-0.08244366045228363,0.16089437369922843,0.15766959712102427,-0.24450491546275663,-0.07345077829561274,-0.1127077453617519,0.04253723378583497,-0.33466589688276466,0.2065052611029184,0.05820114512275703,0.0876343814438886,0.14338023968927727,0.07186402061347517,0.13590728346032846,0.00215989118537216,0.278726076516679,-0.24498830210015035,0.26496239014743783,-0.2277347975376191,-0.043226471083689745,-0.28072645020404013,-0.26946074546132187,-0.24484926922598896,-0.22298795023567444,0.3169057822324847,1.0
